model,details,target,split,mse,mae,r2,dist_avg,dist_r2,sqdist_avg,sqdist_r2
fastai.Tabular 1.1,epochs=40 | 6 features for X | y-norm,topleft,valid,0.00016296733519993722,0.008432263508439064,0.9960792515204746,0.014858763664960861,0.930329218506813,0.00032593472860753536,0.9949950645677745
fastai.Tabular 1.1,epochs=40 | 6 features for X | y-norm,topleft,train,0.00017117027891799808,0.008702384307980537,0.9963578228524402,0.015399612486362457,0.9347588568925858,0.00034234055783599615,0.9954792475327849
