,0,1,2,3,4,avg,min,max
2,0.02981439232826233,0.027625104412436485,0.039267294108867645,0.02565181441605091,0.03236593306064606,0.030944907665252687,0.02565181441605091,0.039267294108867645
12,0.02219196781516075,0.023952456191182137,0.02183617651462555,0.022190533578395844,0.02370685152709484,0.022775597125291824,0.02183617651462555,0.023952456191182137
28,0.022038768976926804,0.021985452622175217,0.02144991233944893,0.021303240209817886,0.0223365668207407,0.021822788193821906,0.021303240209817886,0.0223365668207407
52,0.020237399265170097,0.02064378187060356,0.01998777501285076,0.021566331386566162,0.020122341811656952,0.020511525869369506,0.01998777501285076,0.021566331386566162
