epoch,train_loss,valid_loss,mae,r2_score,time
36,0.07090073078870773,0.029095115140080452,0.11409372836351395,0.42884806092436567,00:09
37,0.06691750884056091,0.027540383860468864,0.11182259023189545,0.45936820438289383,00:10
38,0.06429866701364517,0.02780245617032051,0.11386959254741669,0.4542235552546553,00:09
39,0.06037520989775658,0.026407979428768158,0.11112949252128601,0.48159785064904526,00:09
40,0.05761763080954552,0.025888511911034584,0.10686332732439041,0.4917952625188139,00:10
41,0.053751390427351,0.02500057779252529,0.10573520511388779,0.5092258705690257,00:09
42,0.05034719780087471,0.025395138189196587,0.10484138876199722,0.501480453893441,00:09
43,0.0473475456237793,0.024653146043419838,0.10319417715072632,0.516046119194925,00:09
44,0.045624349266290665,0.024632995948195457,0.105655737221241,0.5164416467888421,00:09
45,0.04450991004705429,0.024184448644518852,0.10587743669748306,0.52524688969636,00:09
46,0.04237189143896103,0.024436527863144875,0.10694190114736557,0.5202984338754831,00:09
47,0.04063532501459122,0.02367662452161312,0.10529831796884537,0.5352157346763571,00:08
48,0.038824643939733505,0.023463841527700424,0.10283385217189789,0.5393928116862791,00:08
49,0.03683004155755043,0.02288738451898098,0.10262704640626907,0.5507089745905105,00:08
50,0.035115428268909454,0.023042874410748482,0.10107655823230743,0.5476565576895569,00:09
51,0.033745117485523224,0.021770404651761055,0.09912313520908356,0.572635829815149,00:08
52,0.033402666449546814,0.022271715104579926,0.10085637867450714,0.5627948415805175,00:09
53,0.031806811690330505,0.022359738126397133,0.10086312890052795,0.5610669153706511,00:09
54,0.0314667746424675,0.022310370579361916,0.10024821013212204,0.5620359872911264,00:09
55,0.03092511184513569,0.022847836837172508,0.10308971256017685,0.5514853031599802,00:09
56,0.030649743974208832,0.02285519428551197,0.1026507019996643,0.5513408071406761,00:09
57,0.029996825382113457,0.02348264493048191,0.10230502486228943,0.5390236274307391,00:10
58,0.029485195875167847,0.0235447995364666,0.10278209298849106,0.5378035585369663,00:08
59,0.02912588231265545,0.023671826347708702,0.10160846263170242,0.5353099559090455,00:08
60,0.028947005048394203,0.021251099184155464,0.09642739593982697,0.5828300626632257,00:08
61,0.02832655981183052,0.021420015022158623,0.09796267747879028,0.5795141723013317,00:08
62,0.027566490694880486,0.021739674732089043,0.09911490976810455,0.5732390701573583,00:08
63,0.02733672969043255,0.02203294448554516,0.10021931678056717,0.5674820290546834,00:08
64,0.02652508020401001,0.02321016602218151,0.10189447551965714,0.5443725812820388,00:09
65,0.026033980771899223,0.022928301244974136,0.10103040933609009,0.549905698818601,00:08
66,0.026207881048321724,0.022611595690250397,0.09892538189888,0.5561227923385855,00:08
67,0.02523065358400345,0.022485719993710518,0.09858905524015427,0.5585937920732686,00:12
68,0.024576865136623383,0.022844504565000534,0.09921389818191528,0.5515507090491492,00:13
69,0.024694206193089485,0.022433370351791382,0.09899912029504776,0.5596214419727361,00:09
70,0.023841843008995056,0.021954447031021118,0.09717695415019989,0.5690229699481708,00:10
71,0.023162804543972015,0.021766675636172295,0.09634578973054886,0.5727089923087029,00:09
72,0.023496029898524284,0.021581461653113365,0.09632357209920883,0.5763448840000146,00:08
73,0.023301944136619568,0.02157062664628029,0.09544982761144638,0.5765575542573667,00:09
74,0.02320011891424656,0.021711964160203934,0.09595455229282379,0.5737830308506187,00:15
75,0.02305293269455433,0.021587669849395752,0.09574072062969208,0.5762229562036809,00:11
76,0.022736160084605217,0.021211158484220505,0.09469174593687057,0.5836141026366553,00:09
77,0.023572182282805443,0.021644191816449165,0.09587503969669342,0.5751134675796175,00:09
78,0.023441145196557045,0.02146182581782341,0.0953737422823906,0.5786933596023575,00:09
79,0.023050488904118538,0.021035604178905487,0.09411455690860748,0.5870603926278513,00:10
80,0.02297208458185196,0.020973268896341324,0.09392968565225601,0.5882839987961286,00:09
81,0.022603780031204224,0.021072333678603172,0.09392611682415009,0.586339268812112,00:08
82,0.02279600501060486,0.020911168307065964,0.09426422417163849,0.5895030557426506,00:08
83,0.021671423688530922,0.02111218310892582,0.09467752277851105,0.5855570412698228,00:08
84,0.0216458011418581,0.0209101140499115,0.09443768858909607,0.5895237555012156,00:08
85,0.021622948348522186,0.021353989839553833,0.09565212577581406,0.5808102624967741,00:08
86,0.0213895495980978,0.021225349977612495,0.09481102228164673,0.5833354980455534,00:08
87,0.02093067765235901,0.021286843344569206,0.09501536935567856,0.5821283535674577,00:08
88,0.020840981975197792,0.02138262242078781,0.09531467407941818,0.5802481854512536,00:08
89,0.021200217306613922,0.02107568085193634,0.09461501985788345,0.5862735858660795,00:08
