epoch,train_loss,valid_loss,mae,r2_score,time
0,0.5436898469924927,0.092953622341156,0.24216288328170776,-0.8247270668789097,00:09
1,0.5321341753005981,0.140788733959198,0.3033750653266907,-1.7637547747778761,00:09
2,0.5180419087409973,0.16560591757297516,0.3267970383167267,-2.250929275933929,00:09
3,0.5073513388633728,0.19273066520690918,0.3495338261127472,-2.783401916055926,00:09
4,0.4923121929168701,0.20762024819850922,0.35583817958831787,-3.075691716797306,00:09
5,0.48125573992729187,0.2068425416946411,0.3523600697517395,-3.060424678387111,00:09
6,0.4661377966403961,0.21499821543693542,0.3649172782897949,-3.220524763167499,00:09
7,0.4527830481529236,0.2103574573993683,0.3616163432598114,-3.1294243814438127,00:09
8,0.4348529875278473,0.2047250121831894,0.35398903489112854,-3.018856785005834,00:09
9,0.4238831400871277,0.1807602345943451,0.3273407816886902,-2.548416095662491,00:09
10,0.40699735283851624,0.17291289567947388,0.3156573474407196,-2.3943684191086065,00:09
11,0.3950905501842499,0.1470666080713272,0.2979070544242859,-1.8869925219687933,00:09
12,0.3759317696094513,0.14482450485229492,0.2934715449810028,-1.8429792684452795,00:09
13,0.36126670241355896,0.12667721509933472,0.2676403522491455,-1.4867383927305604,00:09
14,0.34771156311035156,0.11417753994464874,0.2504129111766815,-1.241363718160223,00:08
15,0.33248913288116455,0.1010938435792923,0.23047997057437897,-0.9845238636793119,00:09
16,0.3147737383842468,0.08587782084941864,0.19803757965564728,-0.6858257166880453,00:09
17,0.2974546551704407,0.06931275129318237,0.18581800162792206,-0.3606446385377533,00:09
18,0.2804548144340515,0.07588841766119003,0.2116474062204361,-0.48972843475712824,00:09
19,0.2644553780555725,0.06200524419546127,0.19646984338760376,-0.21719475074890915,00:09
20,0.24824556708335876,0.049582403153181076,0.1706250160932541,0.02667203947236907,00:09
21,0.2279035896062851,0.042067524045705795,0.15051963925361633,0.17419297401171085,00:09
22,0.21075645089149475,0.045164015144109726,0.1513829380273819,0.11340728148572876,00:09
23,0.19434082508087158,0.04031587019562721,0.1468261033296585,0.20857879615365182,00:09
24,0.17783141136169434,0.035137757658958435,0.1324879229068756,0.3102279036030251,00:09
25,0.16340568661689758,0.033102743327617645,0.12899509072303772,0.3501762002747537,00:09
26,0.14956118166446686,0.03501148894429207,0.12931454181671143,0.31270649033572995,00:09
27,0.13830693066120148,0.03438723459839821,0.12693066895008087,0.3249609952585971,00:10
28,0.127464160323143,0.03243735805153847,0.12437271326780319,0.3632380733596845,00:09
29,0.1175239309668541,0.029256373643875122,0.12035048007965088,0.42568242596613803,00:09
30,0.10778378695249557,0.0278361476957798,0.11914630979299545,0.45356217229900997,00:09
31,0.10003942251205444,0.028920508921146393,0.1180500015616417,0.43227562613281334,00:10
32,0.09278237819671631,0.030680710449814796,0.12121719866991043,0.3977219055403505,00:09
33,0.08632949739694595,0.028631914407014847,0.11567512154579163,0.43794087169008933,00:09
34,0.08071301877498627,0.028434226289391518,0.11450525373220444,0.44182161847843204,00:09
35,0.07573159784078598,0.028529051691293716,0.11309974640607834,0.4399600844131769,00:09
