epoch,train_loss,valid_loss,mae,r2_score,time
35,0.018106654286384583,0.0058146691881120205,0.05380777642130852,0.5537240138431472,00:01
36,0.017198706045746803,0.005536737386137247,0.0522017665207386,0.5750552674828324,00:01
37,0.016294822096824646,0.007273483090102673,0.05416325479745865,0.4417600367315019,00:01
38,0.015442462638020515,0.007390602491796017,0.05425304174423218,0.43277110522351725,00:01
39,0.014663038775324821,0.005986934993416071,0.05184464156627655,0.5405026437656761,00:01
40,0.013952448032796383,0.005852885078638792,0.05039446800947189,0.5507909346803939,00:00
41,0.013292926363646984,0.00683087483048439,0.052132945507764816,0.4757302069648366,00:01
42,0.012597407214343548,0.006123712286353111,0.05136341601610184,0.5300049242231641,00:01
43,0.01191551424562931,0.0053719207644462585,0.04905657097697258,0.5877049674195161,00:00
44,0.011288213543593884,0.0047034695744514465,0.04871414974331856,0.6390086075203674,00:01
45,0.01124371774494648,0.004806297831237316,0.04893193021416664,0.6311165416486315,00:01
46,0.011272472329437733,0.0048402296379208565,0.051001615822315216,0.6285122736213034,00:01
47,0.01097793783992529,0.004771580919623375,0.048136141151189804,0.6337810384954208,00:00
48,0.01033956091850996,0.00472760247066617,0.04734383523464203,0.6371564257056669,00:00
49,0.010039884597063065,0.0041490402072668076,0.04632997140288353,0.6815610617181856,00:00
50,0.009677429683506489,0.004506393801420927,0.047271572053432465,0.6541341792177147,00:00
51,0.009552381001412868,0.004834115970879793,0.04738909751176834,0.6289814638611253,00:00
52,0.009282045997679234,0.005738652776926756,0.049856022000312805,0.5595582527596004,00:00
53,0.008968668058514595,0.006206378806382418,0.051614053547382355,0.5236602539629731,00:00
54,0.008722228929400444,0.006301752291619778,0.049792252480983734,0.5163403686349423,00:00
55,0.009200514294207096,0.005793184041976929,0.05000513046979904,0.5553730120618878,00:00
56,0.008950627408921719,0.006032000295817852,0.04941045492887497,0.5370438139079057,00:00
57,0.008773663081228733,0.0066670011729002,0.05059507116675377,0.48830752436663893,00:00
58,0.008658478036522865,0.006492722313851118,0.05131514370441437,0.5016834366505414,00:00
59,0.008543135598301888,0.005527673754841089,0.049184247851371765,0.5757509156670998,00:00
60,0.008622488006949425,0.005562563892453909,0.04857352003455162,0.5730731010638286,00:00
61,0.008594699203968048,0.005002608522772789,0.048104096204042435,0.6160496678090147,00:00
62,0.008355587720870972,0.00491001270711422,0.048313383013010025,0.6231564360872387,00:01
63,0.008263791911303997,0.004767751321196556,0.04722120612859726,0.6340749568943655,00:01
64,0.007904741913080215,0.004704595543444157,0.0462774783372879,0.6389222237721106,00:01
65,0.0077418372966349125,0.004783321171998978,0.04667570814490318,0.6328799906035151,00:01
66,0.007626889273524284,0.00477436650544405,0.04689539223909378,0.6335672694583303,00:01
67,0.007301690056920052,0.004752343520522118,0.04708802327513695,0.6352574935040162,00:01
68,0.007503648288547993,0.004941985942423344,0.04832274094223976,0.620702500325133,00:01
69,0.007432249840348959,0.0048593622632324696,0.04820958897471428,0.6270438424255251,00:01
70,0.0073492806404829025,0.005058032460510731,0.04824753478169441,0.6117958792046623,00:01
71,0.0073440358974039555,0.004790453240275383,0.04718894138932228,0.6323326047329342,00:01
72,0.007312604691833258,0.004750459920614958,0.046873535960912704,0.6354021058931159,00:01
73,0.007301043253391981,0.004728901665657759,0.046521954238414764,0.6370566616773898,00:01
74,0.0069997478276491165,0.004744204226881266,0.04652618616819382,0.6358821720864198,00:01
75,0.007000521756708622,0.004731199238449335,0.046491559594869614,0.6368803239744829,00:01
76,0.0071532526053488255,0.004732141736894846,0.04653356596827507,0.636808026374152,00:01
77,0.007151630707085133,0.004673238843679428,0.04637139290571213,0.6413288212725623,00:01
78,0.007047532591968775,0.00467379204928875,0.046429701149463654,0.6412863618415139,00:01
79,0.006982612889260054,0.004639608785510063,0.04630165174603462,0.643909906249092,00:01
80,0.006952631287276745,0.0046730064786970615,0.046502720564603806,0.6413466692092977,00:01
81,0.006768214050680399,0.004613149911165237,0.04628913849592209,0.6459406169351373,00:01
82,0.006529492326080799,0.004580212291330099,0.04608043283224106,0.6484685729154975,00:01
83,0.006568354554474354,0.004632048774510622,0.046571046113967896,0.6444901738576035,00:01
84,0.0064479997381567955,0.0046425918117165565,0.04633453115820885,0.6436809903750468,00:01
85,0.006549197714775801,0.00460753683000803,0.04628593102097511,0.6463714725186482,00:01
86,0.0063972449861466885,0.004598210100084543,0.04607653617858887,0.6470872628322003,00:01
87,0.0064168390817940235,0.004675086587667465,0.04617983475327492,0.6411870303714915,00:01
88,0.006346222944557667,0.004609026480466127,0.046218302100896835,0.6462571006741156,00:01
89,0.006460016593337059,0.004658150020986795,0.04630447179079056,0.6424868697520869,00:01
