epoch,train_loss,valid_loss,mae,r2_score,time
0,0.45784181356430054,0.07575926184654236,0.21505223214626312,0.20043737834162156,00:00
1,0.4449343979358673,0.08352936804294586,0.22850196063518524,0.11843177956825379,00:00
2,0.4393555819988251,0.10191350430250168,0.24674025177955627,-0.0755942444302724,00:00
3,0.42579716444015503,0.1223277896642685,0.2619391679763794,-0.2910464202345464,00:00
4,0.4172431528568268,0.14487804472446442,0.28069159388542175,-0.529041659857552,00:00
5,0.41005200147628784,0.14648844301700592,0.2777654826641083,-0.5460378943036894,00:00
6,0.39903777837753296,0.15148453414440155,0.28140929341316223,-0.598766501878067,00:00
7,0.3923832178115845,0.14654181897640228,0.2786245048046112,-0.5466009907981091,00:00
8,0.3805519938468933,0.1446763277053833,0.27704736590385437,-0.5269126541079592,00:00
9,0.37037980556488037,0.1383480578660965,0.2684049606323242,-0.46012413483683323,00:00
10,0.35827529430389404,0.13289226591587067,0.2601639926433563,-0.4025438335816267,00:00
11,0.34528297185897827,0.1241619810461998,0.25304245948791504,-0.31040453677562163,00:00
12,0.33257120847702026,0.12725858390331268,0.24760191142559052,-0.3430858275575992,00:00
13,0.31631550192832947,0.114628866314888,0.2331484854221344,-0.20979204725899447,00:00
14,0.30057016015052795,0.0981992781162262,0.2122049182653427,-0.03639433306935835,00:00
15,0.28569766879081726,0.09314005076885223,0.20022647082805634,0.017000652567131902,00:00
16,0.2709483504295349,0.08869410306215286,0.19301088154315948,0.0639232031997441,00:00
17,0.25429055094718933,0.07163741439580917,0.17946060001850128,0.24393926568271385,00:00
18,0.23699289560317993,0.061956778168678284,0.15937107801437378,0.3461087047482895,00:01
19,0.2186097353696823,0.05289514735341072,0.14824670553207397,0.4417450795779557,00:01
20,0.20231987535953522,0.05084655061364174,0.14462392032146454,0.46336594934024866,00:01
21,0.18584075570106506,0.04252373427152634,0.13536937534809113,0.5512048480826018,00:01
22,0.17093287408351898,0.03579803183674812,0.12105637043714523,0.622187900492611,00:01
23,0.15722253918647766,0.03718451410531998,0.1272755116224289,0.6075549996552273,00:00
24,0.14512832462787628,0.034466490149497986,0.12102305889129639,0.6362409629782084,00:01
25,0.13283169269561768,0.03332994505763054,0.11896456778049469,0.648236050776622,00:00
26,0.12241140753030777,0.032732680439949036,0.11641346663236618,0.6545395777971015,00:01
27,0.1126084104180336,0.02479902282357216,0.10660099983215332,0.7382713342664109,00:00
28,0.10359950363636017,0.02536378614604473,0.10592857003211975,0.732310794371897,00:00
29,0.09605802595615387,0.024112464860081673,0.10585854947566986,0.7455172647836151,00:00
30,0.0894174724817276,0.021879931911826134,0.10105863213539124,0.7690794084761867,00:01
31,0.0835016742348671,0.02190113626420498,0.10113964229822159,0.7688556044873638,00:00
32,0.0781407356262207,0.021576372906565666,0.10357701033353806,0.772283169855063,00:00
33,0.07385921478271484,0.02103162556886673,0.10056525468826294,0.7780324170335455,00:00
34,0.0690355971455574,0.022354135289788246,0.10486295819282532,0.7640746324017287,00:00
35,0.06451782584190369,0.02240079641342163,0.1047799214720726,0.7635821847515695,00:00
36,0.061029814183712006,0.019079886376857758,0.09591443091630936,0.7986310575150455,00:00
37,0.057679299265146255,0.018309317529201508,0.09251484274864197,0.8067636332951686,00:00
38,0.05466026812791824,0.01791299693286419,0.09131380170583725,0.8109463941973223,00:00
39,0.052976399660110474,0.017716655507683754,0.09163671731948853,0.8130185563475398,00:00
40,0.04999721050262451,0.018824104219675064,0.09350767731666565,0.8013305773219614,00:00
41,0.04835636913776398,0.0180413406342268,0.09063248336315155,0.8095918777827776,00:00
42,0.04533388838171959,0.016024453565478325,0.08758898079395294,0.8308780404208558,00:00
43,0.0435655415058136,0.016244590282440186,0.08777479082345963,0.8285547301077639,00:00
44,0.04161541908979416,0.016377467662096024,0.08949220925569534,0.827152348821685,00:00
45,0.0406622476875782,0.01576392911374569,0.0875406488776207,0.8336276303339096,00:00
46,0.03941596671938896,0.015752965584397316,0.08586930483579636,0.8337433439507944,00:00
47,0.03832194581627846,0.017338309437036514,0.08942042291164398,0.81701162343677,00:00
48,0.03716355934739113,0.017157981172204018,0.08794765174388885,0.8189148093920635,00:00
49,0.03646903485059738,0.015202725306153297,0.08488387614488602,0.8395505668673632,00:00
50,0.03564158454537392,0.014974633231759071,0.0843019112944603,0.8419578528577101,00:00
51,0.0346706248819828,0.015312045812606812,0.08544428646564484,0.8383967952617869,00:00
52,0.03419284150004387,0.014456369914114475,0.08170653879642487,0.8474275879343373,00:00
53,0.03280237317085266,0.01643439568579197,0.08687030524015427,0.8265515341021801,00:00
54,0.03172483667731285,0.017673445865511894,0.08672462403774261,0.8134746225836379,00:00
55,0.03193093463778496,0.01546087209135294,0.08341149240732193,0.8368260986906287,00:00
56,0.03151407092809677,0.01597241312265396,0.08512041717767715,0.8314272945456489,00:00
57,0.030891908332705498,0.01580587774515152,0.08547802269458771,0.8331849199408892,00:00
58,0.030753059312701225,0.014886091463267803,0.08258307725191116,0.8428923276741028,00:00
